vendor_zh,vendor_en,model_id,family,mode,max_input_tokens,max_output_tokens,has_input_price,has_cache_read,has_cache_write,source
阿里云通义,Alibaba Qwen,qwen3-next-80b-a3b-thinking,qwen3-next-a3b,chat,262144,65536,True,False,False,https://www.alibabacloud.com/help/en/model-studio/model-pricing
阿里云通义,Alibaba Qwen,qwen3-vl-235b-a22b-instruct,qwen3-vl-a22b,chat,131072,32768,True,False,False,https://www.alibabacloud.com/help/en/model-studio/model-pricing
阿里云通义,Alibaba Qwen,qwen3-vl-235b-a22b-thinking,qwen3-vl-a22b,chat,131072,32768,True,False,False,https://www.alibabacloud.com/help/en/model-studio/model-pricing
阿里云通义,Alibaba Qwen,qwen3-vl-32b-instruct,qwen3-vl,chat,131072,32768,True,False,False,https://www.alibabacloud.com/help/en/model-studio/model-pricing
阿里云通义,Alibaba Qwen,qwen3-vl-32b-thinking,qwen3-vl,chat,131072,32768,True,False,False,https://www.alibabacloud.com/help/en/model-studio/model-pricing
阿里云通义,Alibaba Qwen,qwen3-vl-plus,qwen3-vl,chat,260096,32768,False,False,False,https://www.alibabacloud.com/help/en/model-studio/models
阿里云通义,Alibaba Qwen,qwen3.5-plus,qwen3.5,chat,991808,65536,False,False,False,https://www.alibabacloud.com/help/en/model-studio/models
阿里云通义,Alibaba Qwen,qwen3.7-max,qwen3.7,chat,991808,65536,True,True,False,https://www.alibabacloud.com/help/en/model-studio/models
阿里云通义,Alibaba Qwen,qwen3.7-plus,qwen3.7,chat,991808,65536,False,False,False,https://www.alibabacloud.com/help/en/model-studio/models
阿里云通义,Alibaba Qwen,qwen3.8-max,qwen3.8,chat,991808,131072,True,True,False,https://www.alibabacloud.com/help/en/model-studio/models
Anthropic,Anthropic,claude-3-7-sonnet-20250219,claude-3-7,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-3-haiku-20240307,claude-3,chat,200000,4096,True,True,True,
Anthropic,Anthropic,claude-3-opus-20240229,claude-3,chat,200000,4096,True,True,True,
Anthropic,Anthropic,claude-4-opus-20250514,claude-4,chat,200000,32000,True,True,True,
Anthropic,Anthropic,claude-4-sonnet-20250514,claude-4,chat,1000000,64000,True,True,True,
Anthropic,Anthropic,claude-fable-5,claude-fable-5,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-haiku-4-5,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-haiku-4-5-20251001,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-mythos-5,claude-mythos-5,chat,1000000,128000,True,True,True,https://docs.claude.com/en/docs/about-claude/models/overview
Anthropic,Anthropic,claude-mythos-preview,claude-mythos,chat,1000000,128000,True,True,True,https://docs.claude.com/en/docs/about-claude/models/overview
Anthropic,Anthropic,claude-opus-4-1,claude-4-1,chat,200000,32000,True,True,True,
Anthropic,Anthropic,claude-opus-4-1-20250805,claude-4-1,chat,200000,32000,True,True,True,
Anthropic,Anthropic,claude-opus-4-20250514,claude-4,chat,200000,32000,True,True,True,
Anthropic,Anthropic,claude-opus-4-5,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-opus-4-5-20251101,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-opus-4-6,claude-4-6,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-opus-4-6-20260205,claude-4-6,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-opus-4-7,claude-4-7,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-opus-4-7-20260416,claude-4-7,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-opus-4-8,claude-4-8,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-opus-5,claude-5,chat,1000000,128000,True,True,True,
Anthropic,Anthropic,claude-sonnet-4-20250514,claude-4,chat,1000000,64000,True,True,True,
Anthropic,Anthropic,claude-sonnet-4-5,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-sonnet-4-5-20250929,claude-4-5,chat,200000,64000,True,True,True,
Anthropic,Anthropic,claude-sonnet-4-6,claude-4-6,chat,1000000,64000,True,True,True,
Anthropic,Anthropic,claude-sonnet-5,claude-5,chat,1000000,128000,True,True,True,
字节豆包,ByteDance Doubao,doubao-embedding,doubao-embedding,embedding,4096,,True,False,False,
字节豆包,ByteDance Doubao,doubao-embedding-large,doubao-embedding,embedding,4096,,True,False,False,
字节豆包,ByteDance Doubao,doubao-embedding-large-text-240915,doubao-embedding-text,embedding,4096,,True,False,False,
字节豆包,ByteDance Doubao,doubao-embedding-large-text-250515,doubao-embedding-text,embedding,4096,,True,False,False,
字节豆包,ByteDance Doubao,doubao-embedding-text-240715,doubao-embedding-text,embedding,4096,,True,False,False,
字节豆包,ByteDance Doubao,doubao-seed-2-0-code-preview-260215,doubao-seed-2-0-code,chat,256000,128000,False,False,False,https://www.volcengine.com/docs/82379/1330310
字节豆包,ByteDance Doubao,doubao-seed-2-0-lite-260215,doubao-seed-2-0,chat,256000,128000,False,False,False,https://www.volcengine.com/docs/82379/1330310
字节豆包,ByteDance Doubao,doubao-seed-2-0-mini-260215,doubao-seed-2-0,chat,256000,128000,False,False,False,https://www.volcengine.com/docs/82379/1330310
字节豆包,ByteDance Doubao,doubao-seed-2-0-pro-260215,doubao-seed-2-0,chat,256000,128000,False,False,False,https://www.volcengine.com/docs/82379/1330310
Cohere,Cohere,command,command,completion,4096,4096,True,False,False,
Cohere,Cohere,command-nightly,command-nightly,completion,4096,4096,True,False,False,
Cohere,Cohere,embed-english-light-v2.0,embed-english-light-v2.0,embedding,1024,,True,False,False,
Cohere,Cohere,embed-english-light-v3.0,embed-english-light-v3.0,embedding,1024,,True,False,False,
Cohere,Cohere,embed-english-v2.0,embed-english-v2.0,embedding,4096,,True,False,False,
Cohere,Cohere,embed-english-v3.0,embed-english-v3.0,embedding,1024,,True,False,False,
Cohere,Cohere,embed-multilingual-light-v3.0,embed-multilingual-light-v3.0,embedding,1024,,True,False,False,
Cohere,Cohere,embed-multilingual-v2.0,embed-multilingual-v2.0,embedding,768,,True,False,False,
Cohere,Cohere,embed-multilingual-v3.0,embed-multilingual-v3.0,embedding,1024,,True,False,False,
Cohere,Cohere,embed-v4.0,embed-v4.0,embedding,128000,,True,False,False,
Cohere,Cohere,rerank-english-v2.0,rerank-english-v2.0,rerank,4096,4096,True,False,False,
Cohere,Cohere,rerank-english-v3.0,rerank-english-v3.0,rerank,4096,4096,True,False,False,
Cohere,Cohere,rerank-multilingual-v2.0,rerank-multilingual-v2.0,rerank,4096,4096,True,False,False,
Cohere,Cohere,rerank-multilingual-v3.0,rerank-multilingual-v3.0,rerank,4096,4096,True,False,False,
Cohere,Cohere,rerank-v3.5,rerank-v3.5,rerank,4096,4096,True,False,False,
深度求索,DeepSeek,deepseek-chat,deepseek,chat,131072,8192,True,True,False,https://api-docs.deepseek.com/quick_start/pricing
深度求索,DeepSeek,deepseek-coder,deepseek,chat,128000,4096,True,False,False,
深度求索,DeepSeek,deepseek-r1,deepseek-r1,chat,65536,8192,True,False,False,
深度求索,DeepSeek,deepseek-reasoner,deepseek,chat,131072,65536,True,True,False,https://api-docs.deepseek.com/quick_start/pricing
深度求索,DeepSeek,deepseek-v3,deepseek-v3,chat,65536,8192,True,True,True,
深度求索,DeepSeek,deepseek-v3.2,deepseek-v3.2,chat,163840,163840,True,False,False,
深度求索,DeepSeek,deepseek-v4-flash,deepseek-v4,chat,1000000,8192,True,True,True,https://api-docs.deepseek.com/quick_start/pricing
深度求索,DeepSeek,deepseek-v4-pro,deepseek-v4,chat,1000000,8192,True,True,True,https://api-docs.deepseek.com/quick_start/pricing
Google,Google,chirp,chirp,audio_speech,,,False,False,False,https://cloud.google.com/text-to-speech/pricing
Google,Google,chirp_3,chirp_3,audio_transcription,,,False,False,False,https://cloud.google.com/speech-to-text/pricing
Google,Google,deep-research-pro-preview-12-2025,deep-research,image_generation,65536,32768,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,deepseek-ocr-maas,deepseek-ocr-maas,ocr,,,True,False,False,https://cloud.google.com/vertex-ai/pricing
Google,Google,gemini-1.5-flash,gemini-1.5,embedding,8192,,True,False,False,https://ai.google.dev/gemini-api/docs/embeddings#multimodal
Google,Google,gemini-2.0-flash,gemini-2.0,chat,1048576,8192,True,True,False,https://ai.google.dev/pricing#2_0flash
Google,Google,gemini-2.0-flash-001,gemini-2.0,chat,1048576,8192,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-2.0-flash-exp-image-generation,gemini-2.0-image-generation,image_generation,32768,32768,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-2.0-flash-lite,gemini-2.0,chat,1048576,8192,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#gemini-2.0-flash
Google,Google,gemini-2.0-flash-lite-001,gemini-2.0,chat,1048576,8192,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#gemini-2.0-flash
Google,Google,gemini-2.5-computer-use-preview-10-2025,gemini-2.5-computer-use,chat,128000,64000,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/docs/computer-use
Google,Google,gemini-2.5-flash,gemini-2.5,chat,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview
Google,Google,gemini-2.5-flash-image,gemini-2.5-image,image_generation,32768,32768,True,True,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-2.5-flash-image
Google,Google,gemini-2.5-flash-lite,gemini-2.5,chat,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview
Google,Google,gemini-2.5-flash-lite-preview-06-17,gemini-2.5,chat,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/models#gemini-2.5-flash-preview
Google,Google,gemini-2.5-flash-lite-preview-09-2025,gemini-2.5,chat,1048576,65535,True,True,False,https://developers.googleblog.com/en/continuing-to-bring-you-our-latest-models-with-an-improved-gemini-2-5-flash-and-flash-lite-release/
Google,Google,gemini-2.5-flash-native-audio-latest,gemini-2.5-native-audio,chat,1048576,8192,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-2.5-flash-native-audio-preview-09-2025,gemini-2.5-native-audio,chat,1048576,8192,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-2.5-flash-native-audio-preview-12-2025,gemini-2.5-native-audio,chat,1048576,8192,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-2.5-flash-preview-09-2025,gemini-2.5,chat,1048576,65535,True,True,False,https://developers.googleblog.com/en/continuing-to-bring-you-our-latest-models-with-an-improved-gemini-2-5-flash-and-flash-lite-release/
Google,Google,gemini-2.5-flash-preview-tts,gemini-2.5-tts,audio_speech,,,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-2.5-pro,gemini-2.5,chat,1048576,65535,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-2.5-pro-preview-tts,gemini-2.5-tts,chat,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-2.5-pro-preview
Google,Google,gemini-3-flash-preview,gemini-3,chat,1048576,65535,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-3-pro-image,gemini-3-image,image_generation,65536,32768,True,False,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-3-pro-image
Google,Google,gemini-3-pro-image-preview,gemini-3-image,image_generation,65536,32768,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemini-3-pro-preview,gemini-3,chat,1048576,65535,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-3.1-flash-image,gemini-3.1-image,image_generation,65536,32768,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing#gemini-models
Google,Google,gemini-3.1-flash-image-preview,gemini-3.1-image,image_generation,65536,32768,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing#gemini-models
Google,Google,gemini-3.1-flash-lite,gemini-3.1,chat,1048576,65536,True,True,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-3.1-flash-lite
Google,Google,gemini-3.1-flash-lite-preview,gemini-3.1,chat,1048576,65536,True,True,False,https://ai.google.dev/gemini-api/docs/models
Google,Google,gemini-3.1-flash-live-preview,gemini-3.1-live,chat,131072,65536,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemini-3.1-pro-preview,gemini-3.1,chat,1048576,65536,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing#gemini-models
Google,Google,gemini-3.1-pro-preview-customtools,gemini-3.1-customtools,chat,1048576,65536,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing#gemini-models
Google,Google,gemini-3.5-flash,gemini-3.5,chat,1048576,65535,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-3.5-flash-lite,gemini-3.5,chat,1048576,65536,True,True,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemini-3.6-flash,gemini-3.6,chat,1048576,65536,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-3.7-flash,gemini-3.7,chat,1048576,65536,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-embedding-001,gemini-embedding,embedding,2048,,True,False,False,https://ai.google.dev/gemini-api/docs/embeddings#model-versions
Google,Google,gemini-embedding-2,gemini-embedding-2,embedding,8192,,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-embedding-2-preview,gemini-embedding-2,embedding,8192,,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-exp-1114,gemini,chat,1048576,8192,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-exp-1206,gemini,chat,2097152,8192,True,False,False,https://ai.google.dev/pricing
Google,Google,gemini-flash-experimental,gemini,embedding,1000000,8192,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-flash-latest,gemini,chat,1048576,65535,True,True,False,https://developers.googleblog.com/en/continuing-to-bring-you-our-latest-models-with-an-improved-gemini-2-5-flash-and-flash-lite-release/
Google,Google,gemini-flash-lite-latest,gemini,chat,1048576,65535,True,True,False,https://developers.googleblog.com/en/continuing-to-bring-you-our-latest-models-with-an-improved-gemini-2-5-flash-and-flash-lite-release/
Google,Google,gemini-gemma-2-27b-it,gemini-gemma-2-it,chat,,8192,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#foundation_models
Google,Google,gemini-gemma-2-9b-it,gemini-gemma-2-it,chat,,8192,True,False,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#foundation_models
Google,Google,gemini-live-2.5-flash-preview-native-audio-09-2025,gemini-live-2.5-native-audio,realtime,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemini-omni-flash-preview,gemini-omni,chat,1048576,65535,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemini-pro-latest,gemini,chat,1048576,65535,True,True,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,gemini-robotics-er-1.5-preview,gemini-robotics-er-1.5,chat,1048576,65535,True,True,False,https://ai.google.dev/gemini-api/docs/models#gemini-robotics-er-1-5-preview
Google,Google,gemini-robotics-er-1.6-preview,gemini-robotics-er-1.6,chat,131072,65536,True,False,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-robotics-er
Google,Google,gemini-robotics-er-2-preview,gemini-robotics-er-2,chat,131072,65536,True,True,False,https://ai.google.dev/gemini-api/docs/pricing#gemini-robotics-er-2
Google,Google,gemini-robotics-er-2-streaming-preview,gemini-robotics-er-2-streaming,chat,,,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,gemma-3-27b-it,gemma-3-it,chat,131072,8192,True,False,False,https://aistudio.google.com
Google,Google,grok-4.1-fast-non-reasoning,grok-4.1,chat,2000000,2000000,True,True,False,https://docs.x.ai/docs/models (Vertex AI Model Garden)
Google,Google,grok-4.1-fast-reasoning,grok-4.1,chat,2000000,2000000,True,True,False,https://docs.x.ai/docs/models (Vertex AI Model Garden)
Google,Google,grok-4.20-non-reasoning,grok-4.20,chat,2000000,2000000,True,True,False,https://docs.x.ai/docs/models (Vertex AI Model Garden)
Google,Google,grok-4.20-reasoning,grok-4.20,chat,2000000,2000000,True,True,False,https://docs.x.ai/docs/models (Vertex AI Model Garden)
Google,Google,imagen-3.0-fast-generate-001,imagen-3.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,imagen-3.0-generate-001,imagen-3.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,imagen-3.0-generate-002,imagen-3.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,imagen-4.0-fast-generate-001,imagen-4.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,imagen-4.0-generate-001,imagen-4.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,imagen-4.0-ultra-generate-001,imagen-4.0-generate,image_generation,,,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/pricing
Google,Google,learnlm-1.5-pro-experimental,learnlm-1.5,chat,32767,8192,True,False,False,https://aistudio.google.com
Google,Google,lyria-3-clip-preview,lyria-3-clip,chat,131072,8192,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,lyria-3-pro-preview,lyria-3,chat,131072,8192,True,False,False,https://ai.google.dev/gemini-api/docs/pricing
Google,Google,medlm-large,medlm,chat,8192,1024,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#foundation_models
Google,Google,medlm-medium,medlm,chat,32768,8192,False,False,False,https://cloud.google.com/vertex-ai/generative-ai/docs/learn/models#foundation_models
Google,Google,mistral-ocr-2505,mistral-ocr,ocr,,,False,False,False,https://cloud.google.com/generative-ai-app-builder/pricing
Google,Google,search_api,search_api,vector_store,,,False,False,False,
Google,Google,veo-2.0-generate-001,veo-2.0-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
Google,Google,veo-3.1-fast-generate-001,veo-3.1-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
Google,Google,veo-3.1-fast-generate-preview,veo-3.1-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
Google,Google,veo-3.1-generate-001,veo-3.1-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
Google,Google,veo-3.1-generate-preview,veo-3.1-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
Google,Google,veo-3.1-lite-generate-preview,veo-3.1-generate,video_generation,1024,,False,False,False,https://ai.google.dev/gemini-api/docs/video
MiniMax,MiniMax,MiniMax-M2,MiniMax-M2,chat,200000,8192,True,True,True,
MiniMax,MiniMax,MiniMax-M2.1,MiniMax-M2.1,chat,1000000,8192,True,True,True,
MiniMax,MiniMax,MiniMax-M2.1-lightning,MiniMax-M2.1,chat,1000000,8192,True,True,True,
MiniMax,MiniMax,MiniMax-M2.5,MiniMax-M2.5,chat,1000000,8192,True,True,True,
MiniMax,MiniMax,MiniMax-M2.5-lightning,MiniMax-M2.5,chat,1000000,8192,True,True,True,
MiniMax,MiniMax,MiniMax-M3,MiniMax-M3,chat,1000000,128000,True,True,False,
MiniMax,MiniMax,speech-02-hd,speech,audio_speech,,,False,False,False,
MiniMax,MiniMax,speech-02-turbo,speech,audio_speech,,,False,False,False,
MiniMax,MiniMax,speech-2.6-hd,speech-2.6,audio_speech,,,False,False,False,
MiniMax,MiniMax,speech-2.6-turbo,speech-2.6,audio_speech,,,False,False,False,
Mistral AI,Mistral AI,codestral-2405,codestral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,codestral-2508,codestral,chat,256000,256000,True,False,False,https://mistral.ai/news/codestral-25-08
Mistral AI,Mistral AI,codestral-embed,codestral-embed,embedding,8192,,True,False,False,
Mistral AI,Mistral AI,codestral-embed-2505,codestral-embed,embedding,8192,,True,False,False,
Mistral AI,Mistral AI,codestral-latest,codestral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,codestral-mamba-latest,codestral-mamba,chat,256000,256000,True,False,False,https://mistral.ai/technology/
Mistral AI,Mistral AI,devstral-2512,devstral,chat,256000,256000,True,False,False,https://mistral.ai/news/devstral-2-vibe-cli
Mistral AI,Mistral AI,devstral-latest,devstral,chat,256000,256000,True,False,False,https://mistral.ai/news/devstral-2-vibe-cli
Mistral AI,Mistral AI,devstral-medium-2507,devstral,chat,128000,128000,True,False,False,https://mistral.ai/news/devstral
Mistral AI,Mistral AI,devstral-medium-latest,devstral,chat,256000,256000,True,False,False,https://mistral.ai/news/devstral-2-vibe-cli
Mistral AI,Mistral AI,devstral-small-2505,devstral,chat,128000,128000,True,False,False,https://mistral.ai/news/devstral
Mistral AI,Mistral AI,devstral-small-2507,devstral,chat,128000,128000,True,False,False,https://mistral.ai/news/devstral
Mistral AI,Mistral AI,devstral-small-latest,devstral,chat,256000,256000,True,False,False,https://docs.mistral.ai/models/devstral-small-2-25-12
Mistral AI,Mistral AI,labs-devstral-small-2512,labs-devstral,chat,256000,256000,True,False,False,https://docs.mistral.ai/models/devstral-small-2-25-12
Mistral AI,Mistral AI,labs-leanstral-1-5,labs-leanstral-1-5,chat,262144,131072,True,False,False,https://docs.mistral.ai/models/model-cards/leanstral-1-5
Mistral AI,Mistral AI,magistral-medium-1-2-2509,magistral-1-2,chat,40000,40000,True,False,False,https://mistral.ai/news/magistral
Mistral AI,Mistral AI,magistral-medium-2506,magistral,chat,40000,40000,True,False,False,https://mistral.ai/news/magistral
Mistral AI,Mistral AI,magistral-medium-2509,magistral,chat,40000,40000,True,False,False,https://mistral.ai/news/magistral
Mistral AI,Mistral AI,magistral-medium-latest,magistral,chat,40000,40000,True,False,False,https://mistral.ai/news/magistral
Mistral AI,Mistral AI,magistral-small-1-2-2509,magistral-1-2,chat,40000,40000,True,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,magistral-small-2506,magistral,chat,40000,40000,True,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,magistral-small-latest,magistral,chat,40000,40000,True,False,False,https://mistral.ai/pricing#api-pricing
Mistral AI,Mistral AI,ministral-3-14b-2512,ministral-3,chat,262144,262144,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,ministral-3-3b-2512,ministral-3,chat,131072,131072,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,ministral-3-8b-2512,ministral-3,chat,262144,262144,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,ministral-8b-2512,ministral,chat,262144,262144,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,ministral-8b-latest,ministral,chat,262144,262144,True,False,False,https://mistral.ai/pricing
Mistral AI,Mistral AI,mistral-embed,mistral-embed,embedding,8192,,True,False,False,
Mistral AI,Mistral AI,mistral-large-2402,mistral,chat,32000,8191,True,False,False,
Mistral AI,Mistral AI,mistral-large-2407,mistral,chat,128000,128000,True,False,False,
Mistral AI,Mistral AI,mistral-large-2411,mistral,chat,128000,128000,True,False,False,
Mistral AI,Mistral AI,mistral-large-2512,mistral,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/mistral-large-3-25-12
Mistral AI,Mistral AI,mistral-large-3,mistral-3,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/mistral-large-3-25-12
Mistral AI,Mistral AI,mistral-large-latest,mistral,chat,262144,262144,True,False,False,https://docs.mistral.ai/models/mistral-large-3-25-12
